stream_ID,fpbFtrTy,fpbFPasSta,cost,pass_score,beta_pass
21078,Culvert,Partial,108847.2,0.5,
21166,Bridge,Passable,370171,1,
21166,Bridge,Passable,370171,1,
21166,Bridge,Passable,370171,1,
21166,Bridge,Passable,370171,1,
21166,Dam,Partial,487195.2,0.5,
21273,Dam,Partial,487195.2,0.5,
21274,Culvert,Partial,108847.2,0.5,
21274,Culvert,Partial,108847.2,0.5,
21275,Culvert,Partial,108847.2,0.5,
21276,Culvert,Partial,108847.2,0.5,
21291,Culvert,Partial,108847.2,0.5,
21310,Bridge,Passable,370171,1,
21330,Culvert,Passable,108847.2,1,
21343,Culvert,Partial,108847.2,0.5,
21349,Culvert,Partial,108847.2,0.5,
21379,Falls,UnkAnad,455041.93,0.5,
21379,Bridge,Passable,370171,1,
21636,Culvert,Partial,108847.2,0.5,
21718,Culvert,Partial,108847.2,0.5,
21732,Culvert,Passable,108847.2,1,
21738,Culvert,Passable,108847.2,1,
21801,Culvert,Passable,108847.2,1,
21801,Bridge,Passable,370171,1,
21803,Culvert,Partial,108847.2,0.5,
21803,Culvert,Partial,108847.2,0.5,
21947,Bridge,Passable,370171,1,
21994,Culvert,Partial,108847.2,0.5,
21994,Culvert,Partial,108847.2,0.5,
21994,Culvert,Partial,108847.2,0.5,
21994,Culvert,Partial,108847.2,0.5,
22003,Culvert,Partial,108847.2,0.5,
22032,Culvert,Passable,108847.2,1,
22032,Culvert,Passable,108847.2,1,
22354,Culvert,Partial,108847.2,0.5,
22355,Culvert,Partial,108847.2,0.5,
22355,Culvert,Partial,108847.2,0.5,
22372,Culvert,Partial,108847.2,0.5,
22390,Culvert,Partial,108847.2,0.5,
22411,Culvert,Partial,108847.2,0.5,
22460,Culvert,Passable,108847.2,1,
22507,Bridge,Passable,370171,1,
22508,Bridge,Passable,370171,1,
22509,Culvert,Passable,108847.2,1,
22509,Culvert,Passable,108847.2,1,
22509,Culvert,Passable,108847.2,1,
22510,Bridge,Passable,370171,1,
22510,Culvert,Passable,108847.2,1,
22510,Culvert,Passable,108847.2,1,
22510,Culvert,Passable,108847.2,1,
22510,Culvert,Passable,108847.2,1,
22510,Culvert,Passable,108847.2,1,
22511,Bridge,Passable,370171,1,
22511,Bridge,Passable,370171,1,
22512,Bridge,Passable,370171,1,
22512,Bridge,Passable,370171,1,
22512,Culvert,Passable,108847.2,1,
22571,Bridge,Passable,370171,1,
22572,Bridge,Passable,370171,1,
22583,Culvert,Partial,108847.2,0.5,
22629,Culvert,Passable,108847.2,1,
22971,Culvert,Passable,108847.2,1,
23007,Culvert,Partial,108847.2,0.5,
23029,Culvert,Partial,108847.2,0.5,
23044,Culvert,Passable,108847.2,1,
23065,Culvert,Partial,108847.2,0.5,
23107,Bridge,Passable,370171,1,
23108,Bridge,Passable,370171,1,
23140,Culvert,Passable,108847.2,1,
23140,Culvert,Passable,108847.2,1,
23140,Culvert,Passable,108847.2,1,
23141,Culvert,Passable,108847.2,1,
23151,CascadeGradientVelocity,Partial,455041.93,0.5,
23372,Bridge,Passable,370171,1,
23373,Culvert,Partial,108847.2,0.5,
23373,Culvert,Partial,108847.2,0.5,
23373,Culvert,Partial,108847.2,0.5,
23373,Culvert,Passable,108847.2,1,
23711,Culvert,Partial,108847.2,0.5,
23712,Culvert,Partial,108847.2,0.5,
23719,Culvert,Partial,108847.2,0.5,
23732,Culvert,Partial,108847.2,0.5,
23733,Culvert,Passable,108847.2,1,
23813,Culvert,Partial,108847.2,0.5,
23875,Culvert,Partial,108847.2,0.5,
23931,Culvert,Partial,108847.2,0.5,
23931,Culvert,Partial,108847.2,0.5,
23931,Culvert,Partial,108847.2,0.5,
23931,Culvert,Partial,108847.2,0.5,
23931,Culvert,Passable,108847.2,1,
23931,Culvert,Passable,108847.2,1,
24011,Culvert,Passable,108847.2,1,
24031,Culvert,Partial,108847.2,0.5,
24032,Culvert,Partial,108847.2,0.5,
24034,Culvert,Partial,108847.2,0.5,
24051,Culvert,Partial,108847.2,0.5,
24051,Culvert,Passable,108847.2,1,
24097,Culvert,Partial,108847.2,0.5,
24410,Bridge,Passable,370171,1,
24499,Culvert,Partial,108847.2,0.5,
24529,Culvert,Passable,108847.2,1,
24529,Culvert,Partial,108847.2,0.5,
24576,Culvert,Partial,108847.2,0.5,
24576,Culvert,Partial,108847.2,0.5,
24697,Culvert,Partial,108847.2,0.5,
